created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-07-06T20:41:01+00:00,36,36.00000,35.00000,20.68852,-101.26997,,,,
2024-07-06T20:43:17+00:00,37,36.00000,35.10000,20.68853,-101.26996,,,,
2024-07-06T20:46:44+00:00,38,35.00000,35.30000,20.68851,-101.26994,,,,
2024-07-06T20:49:24+00:00,39,35.00000,35.30000,20.68851,-101.26999,,,,
2024-07-06T20:49:41+00:00,40,35.00000,35.40000,20.68851,-101.26999,,,,
2024-07-06T20:49:58+00:00,41,35.00000,35.40000,20.68851,-101.26999,,,,
2024-07-06T20:53:07+00:00,42,35.00000,35.50000,20.68850,-101.26997,,,,
2024-07-06T20:53:32+00:00,43,35.00000,35.50000,20.68850,-101.26997,,,,
2024-07-06T20:55:24+00:00,44,34.00000,35.60000,20.68851,-101.26997,,,,
2024-07-06T20:55:41+00:00,45,34.00000,35.60000,20.68851,-101.26996,,,,
2024-07-06T20:55:56+00:00,46,34.00000,35.50000,20.68851,-101.26995,,,,
2024-07-06T20:56:14+00:00,47,34.00000,35.60000,20.68849,-101.26994,,,,
2024-07-06T20:56:55+00:00,48,34.00000,35.60000,20.68850,-101.26994,,,,
2024-07-06T20:57:13+00:00,49,34.00000,35.60000,20.68851,-101.26995,,,,
2024-07-06T20:59:53+00:00,50,34.00000,35.70000,20.68851,-101.26998,,,,
2024-07-06T21:00:20+00:00,51,34.00000,35.70000,20.68852,-101.26999,,,,
2024-07-06T21:01:00+00:00,52,34.00000,35.80000,20.68852,-101.26998,,,,
2024-07-06T21:02:27+00:00,53,33.00000,35.80000,20.68851,-101.26994,,,,
2024-07-06T21:02:45+00:00,54,33.00000,35.80000,20.68851,-101.26995,,,,
2024-07-06T21:04:38+00:00,55,33.00000,35.80000,20.68852,-101.26997,,,,
2024-07-06T21:04:56+00:00,56,33.00000,35.90000,20.68851,-101.26997,,,,
2024-07-06T21:05:35+00:00,57,33.00000,35.90000,20.68852,-101.26997,,,,
2024-07-06T21:05:52+00:00,58,33.00000,35.90000,20.68853,-101.26997,,,,
2024-07-06T21:06:34+00:00,59,33.00000,35.90000,20.68853,-101.26998,,,,
2024-07-06T21:08:51+00:00,60,33.00000,36.00000,20.68851,-101.26998,,,,
2024-07-06T21:09:33+00:00,61,33.00000,36.00000,20.68851,-101.26997,,,,
2024-07-06T21:09:50+00:00,62,33.00000,36.00000,20.68852,-101.26997,,,,
2024-07-06T21:10:07+00:00,63,33.00000,36.00000,20.68852,-101.26997,,,,
2024-07-06T21:11:46+00:00,64,33.00000,36.00000,20.68851,-101.26996,,,,
2024-07-06T21:12:06+00:00,65,32.00000,36.10000,20.68851,-101.26997,,,,
2024-07-06T21:13:11+00:00,66,32.00000,36.10000,20.68852,-101.26997,,,,
2024-07-06T21:13:29+00:00,67,32.00000,36.10000,20.68852,-101.26997,,,,
2024-07-06T21:13:46+00:00,68,32.00000,36.10000,20.68852,-101.26997,,,,
2024-07-06T21:14:06+00:00,69,32.00000,36.10000,20.68852,-101.26997,,,,
2024-07-06T21:14:23+00:00,70,32.00000,36.10000,20.68852,-101.26998,,,,
2024-07-06T21:14:41+00:00,71,32.00000,36.10000,20.68853,-101.26997,,,,
2024-07-06T21:14:58+00:00,72,32.00000,36.10000,20.68854,-101.26997,,,,
2024-07-06T21:15:40+00:00,73,32.00000,36.10000,20.68854,-101.26997,,,,
2024-07-06T21:15:59+00:00,74,32.00000,36.10000,20.68854,-101.26997,,,,
2024-07-06T21:16:14+00:00,75,32.00000,36.10000,20.68854,-101.26998,,,,
2024-07-06T21:18:30+00:00,76,32.00000,36.20000,20.68852,-101.26997,,,,
2024-07-06T21:18:47+00:00,77,32.00000,36.20000,20.68852,-101.26997,,,,
2024-07-06T21:21:51+00:00,78,32.00000,36.30000,20.68852,-101.26996,,,,
2024-07-06T21:22:08+00:00,79,32.00000,36.30000,20.68853,-101.26997,,,,
2024-07-06T21:23:11+00:00,80,32.00000,36.30000,20.68852,-101.26996,,,,
2024-07-06T21:23:29+00:00,81,32.00000,36.30000,20.68852,-101.26996,,,,
2024-07-06T21:23:47+00:00,82,32.00000,36.30000,20.68853,-101.26997,,,,
2024-07-06T21:24:15+00:00,83,32.00000,36.30000,20.68853,-101.26998,,,,
2024-07-06T21:24:30+00:00,84,32.00000,36.30000,20.68853,-101.26997,,,,
2024-07-06T21:24:47+00:00,85,32.00000,36.30000,20.68853,-101.26997,,,,
2024-07-06T21:25:05+00:00,86,32.00000,36.30000,20.68853,-101.26995,,,,
2024-07-06T21:25:20+00:00,87,32.00000,36.30000,20.68854,-101.26994,,,,
2024-07-06T21:26:24+00:00,88,31.00000,36.30000,20.68854,-101.26995,,,,
2024-07-06T21:26:52+00:00,89,31.00000,36.30000,20.68854,-101.26994,,,,
2024-07-06T21:27:07+00:00,90,31.00000,36.40000,20.68855,-101.26995,,,,
2024-07-06T21:27:26+00:00,91,31.00000,36.30000,20.68854,-101.26995,,,,
2024-07-06T21:27:53+00:00,92,31.00000,36.30000,20.68854,-101.26997,,,,
2024-07-06T21:29:20+00:00,93,31.00000,36.40000,20.68855,-101.26994,,,,
2024-07-06T21:29:38+00:00,94,31.00000,36.40000,20.68856,-101.26994,,,,
2024-07-06T21:29:55+00:00,95,31.00000,36.40000,20.68855,-101.26994,,,,
2024-07-06T21:32:11+00:00,96,31.00000,36.40000,20.68853,-101.26996,,,,
2024-07-06T21:32:28+00:00,97,31.00000,36.40000,20.68855,-101.26998,,,,
2024-07-06T21:33:58+00:00,98,31.00000,36.50000,20.68856,-101.27000,,,,
2024-07-06T21:35:27+00:00,99,31.00000,36.50000,20.68856,-101.27000,,,,
2024-07-06T21:36:57+00:00,100,31.00000,36.50000,20.68856,-101.26999,,,,
2024-07-06T21:38:27+00:00,101,30.00000,36.50000,20.68855,-101.27000,,,,
2024-07-06T21:38:54+00:00,102,30.00000,36.50000,20.68855,-101.27000,,,,
2024-07-06T21:40:22+00:00,103,30.00000,36.50000,20.68855,-101.27000,,,,
2024-07-06T21:40:39+00:00,104,30.00000,36.60000,20.68855,-101.27000,,,,
2024-07-06T21:40:54+00:00,105,30.00000,36.60000,20.68855,-101.26999,,,,
2024-07-06T21:41:12+00:00,106,30.00000,36.60000,20.68856,-101.26998,,,,
2024-07-06T21:43:03+00:00,107,30.00000,36.60000,20.68858,-101.26999,,,,
2024-07-06T21:43:23+00:00,108,30.00000,36.60000,20.68857,-101.26999,,,,
2024-07-06T21:43:40+00:00,109,30.00000,36.60000,20.68857,-101.26999,,,,
2024-07-06T21:43:57+00:00,110,30.00000,36.60000,20.68857,-101.26999,,,,
2024-07-06T21:44:24+00:00,111,30.00000,36.60000,20.68857,-101.26999,,,,
2024-07-06T21:44:41+00:00,112,30.00000,36.60000,20.68857,-101.27000,,,,
2024-07-06T21:47:45+00:00,113,30.00000,36.60000,20.68855,-101.26999,,,,
2024-07-06T21:48:02+00:00,114,30.00000,36.70000,20.68856,-101.27000,,,,
2024-07-06T21:49:54+00:00,115,31.00000,36.60000,20.68855,-101.26998,,,,
2024-07-06T21:50:11+00:00,116,31.00000,36.70000,20.68855,-101.26997,,,,
2024-07-06T21:50:29+00:00,117,31.00000,36.70000,20.68855,-101.26997,,,,
2024-07-06T21:50:46+00:00,118,31.00000,36.70000,20.68855,-101.26998,,,,
2024-07-06T21:52:16+00:00,119,30.00000,36.60000,20.68855,-101.26997,,,,
2024-07-06T21:53:58+00:00,120,30.00000,36.60000,20.68853,-101.26997,,,,
2024-07-06T21:56:38+00:00,121,29.00000,36.60000,20.68855,-101.26995,,,,
2024-07-06T21:57:19+00:00,122,29.00000,36.60000,20.68854,-101.26994,,,,
2024-07-06T21:57:36+00:00,123,29.00000,36.60000,20.68853,-101.26994,,,,
2024-07-06T21:57:52+00:00,124,29.00000,36.60000,20.68853,-101.26995,,,,
2024-07-06T21:58:33+00:00,125,29.00000,36.60000,20.68853,-101.26996,,,,
2024-07-06T21:58:53+00:00,126,29.00000,36.70000,20.68853,-101.26997,,,,
2024-07-06T21:59:08+00:00,127,29.00000,36.60000,20.68853,-101.26996,,,,
2024-07-06T21:59:27+00:00,128,29.00000,36.70000,20.68853,-101.26996,,,,
2024-07-06T22:01:06+00:00,129,28.00000,36.70000,20.68854,-101.26997,,,,
2024-07-06T22:01:23+00:00,130,28.00000,36.70000,20.68853,-101.26997,,,,
2024-07-06T22:01:39+00:00,131,28.00000,36.70000,20.68853,-101.26997,,,,
2024-07-06T22:01:56+00:00,132,28.00000,36.70000,20.68853,-101.26998,,,,
2024-07-06T22:02:13+00:00,133,28.00000,36.70000,20.68854,-101.26998,,,,
2024-07-06T22:03:28+00:00,134,28.00000,36.70000,20.68853,-101.26994,,,,
2024-07-06T22:04:09+00:00,135,27.00000,36.70000,20.68854,-101.26994,,,,
2024-07-06T22:04:27+00:00,136,27.00000,36.70000,20.68854,-101.26994,,,,
2024-07-06T22:04:43+00:00,137,27.00000,36.70000,20.68854,-101.26995,,,,
2024-07-06T22:05:37+00:00,138,27.00000,36.70000,20.68854,-101.26996,,,,
2024-07-06T22:05:54+00:00,139,27.00000,36.70000,20.68855,-101.26997,,,,
2024-07-06T22:06:09+00:00,140,27.00000,36.80000,20.68854,-101.26997,,,,
2024-07-06T22:08:25+00:00,141,27.00000,36.80000,20.68852,-101.26996,,,,
2024-07-06T22:09:06+00:00,142,27.00000,36.80000,20.68853,-101.26997,,,,
2024-07-06T22:10:36+00:00,143,27.00000,36.90000,20.68854,-101.26996,,,,
2024-07-06T22:12:05+00:00,144,27.00000,36.90000,20.68852,-101.26997,,,,
2024-07-06T22:13:35+00:00,145,26.00000,36.90000,20.68854,-101.26998,,,,
2024-07-06T22:14:40+00:00,146,26.00000,36.90000,20.68856,-101.26998,,,,
2024-07-06T22:14:58+00:00,147,26.00000,36.90000,20.68855,-101.26997,,,,
2024-07-06T22:15:15+00:00,148,26.00000,36.90000,20.68854,-101.26996,,,,
2024-07-06T22:15:30+00:00,149,26.00000,36.90000,20.68853,-101.26995,,,,
2024-07-06T22:15:48+00:00,150,26.00000,36.90000,20.68852,-101.26994,,,,
2024-07-06T22:16:05+00:00,151,26.00000,36.90000,20.68852,-101.26994,,,,
2024-07-06T22:17:11+00:00,152,26.00000,36.90000,20.68854,-101.26994,,,,
2024-07-06T22:19:02+00:00,153,26.00000,37.00000,20.68852,-101.26994,,,,
2024-07-06T22:20:56+00:00,154,25.00000,37.00000,20.68853,-101.26994,,,,
2024-07-06T22:23:59+00:00,155,24.00000,37.00000,20.68853,-101.26993,,,,
2024-07-06T22:24:16+00:00,156,24.00000,37.00000,20.68853,-101.26991,,,,
2024-07-06T22:24:36+00:00,157,24.00000,37.00000,20.68853,-101.26991,,,,
2024-07-06T22:25:03+00:00,158,24.00000,37.00000,20.68851,-101.26990,,,,
2024-07-06T22:25:27+00:00,159,24.00000,37.00000,20.68853,-101.26992,,,,
2024-07-06T22:25:44+00:00,160,23.00000,37.10000,20.68852,-101.26991,,,,
2024-07-06T22:26:01+00:00,161,23.00000,37.10000,20.68853,-101.26991,,,,
2024-07-06T22:26:19+00:00,162,23.00000,37.00000,20.68852,-101.26991,,,,
2024-07-06T22:26:34+00:00,163,23.00000,37.10000,20.68852,-101.26991,,,,
2024-07-06T22:29:14+00:00,164,22.00000,37.10000,20.68856,-101.26994,,,,
2024-07-06T22:29:31+00:00,165,22.00000,37.10000,20.68856,-101.26995,,,,
2024-07-06T22:31:22+00:00,166,22.00000,37.10000,20.68850,-101.26992,,,,
2024-07-06T22:31:40+00:00,167,22.00000,37.10000,20.68850,-101.26992,,,,
2024-07-06T22:32:21+00:00,168,22.00000,37.10000,20.68851,-101.26992,,,,
2024-07-06T22:32:39+00:00,169,22.00000,37.10000,20.68851,-101.26993,,,,
2024-07-06T22:33:20+00:00,170,22.00000,37.10000,20.68851,-101.26994,,,,
2024-07-06T22:33:38+00:00,171,22.00000,37.10000,20.68852,-101.26994,,,,
2024-07-06T22:34:41+00:00,172,22.00000,37.10000,20.68853,-101.26994,,,,
2024-07-06T22:35:47+00:00,173,22.00000,37.20000,20.68853,-101.26994,,,,
2024-07-06T22:36:05+00:00,174,22.00000,37.20000,20.68853,-101.26994,,,,
2024-07-06T22:38:30+00:00,175,21.00000,37.20000,20.68852,-101.26991,,,,
2024-07-06T22:38:48+00:00,176,21.00000,37.20000,20.68853,-101.26993,,,,
2024-07-06T22:39:03+00:00,177,21.00000,37.20000,20.68853,-101.26992,,,,
2024-07-06T22:39:20+00:00,178,21.00000,37.20000,20.68853,-101.26991,,,,
2024-07-06T22:39:38+00:00,179,21.00000,37.20000,20.68853,-101.26992,,,,
2024-07-06T22:39:55+00:00,180,21.00000,37.20000,20.68854,-101.26992,,,,
2024-07-06T22:40:13+00:00,181,21.00000,37.20000,20.68855,-101.26993,,,,
2024-07-06T22:40:30+00:00,182,21.00000,37.30000,20.68855,-101.26994,,,,
2024-07-06T22:40:48+00:00,183,21.00000,37.30000,20.68855,-101.26994,,,,
2024-07-06T22:41:05+00:00,184,21.00000,37.30000,20.68855,-101.26994,,,,
2024-07-06T22:41:22+00:00,185,21.00000,37.30000,20.68854,-101.26993,,,,
2024-07-06T22:41:45+00:00,186,21.00000,37.30000,20.68854,-101.26993,,,,
2024-07-06T22:42:09+00:00,187,21.00000,37.30000,20.68853,-101.26993,,,,
2024-07-06T22:42:26+00:00,188,21.00000,37.30000,20.68852,-101.26993,,,,
2024-07-06T22:42:44+00:00,189,21.00000,37.30000,20.68852,-101.26993,,,,
2024-07-06T22:43:07+00:00,190,21.00000,37.30000,20.68851,-101.26991,,,,
2024-07-06T22:43:25+00:00,191,21.00000,37.30000,20.68851,-101.26992,,,,
2024-07-06T22:43:42+00:00,192,21.00000,37.30000,20.68851,-101.26992,,,,
2024-07-06T22:44:00+00:00,193,21.00000,37.30000,20.68851,-101.26993,,,,
2024-07-06T22:44:16+00:00,194,21.00000,37.30000,20.68850,-101.26994,,,,
2024-07-06T22:44:44+00:00,195,21.00000,37.30000,20.68850,-101.26995,,,,
2024-07-06T22:46:35+00:00,196,21.00000,37.40000,20.68851,-101.26994,,,,
2024-07-06T22:47:40+00:00,197,21.00000,37.40000,20.68851,-101.26993,,,,
2024-07-06T22:47:58+00:00,198,21.00000,37.40000,20.68851,-101.26992,,,,
2024-07-06T22:48:15+00:00,199,21.00000,37.40000,20.68852,-101.26992,,,,
2024-07-06T22:48:33+00:00,200,21.00000,37.40000,20.68852,-101.26993,,,,
2024-07-06T22:50:50+00:00,201,21.00000,37.40000,20.68853,-101.26993,,,,
2024-07-06T22:51:08+00:00,202,21.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T22:52:59+00:00,203,20.00000,37.40000,20.68852,-101.26996,,,,
2024-07-06T22:53:17+00:00,204,20.00000,37.40000,20.68853,-101.26996,,,,
2024-07-06T22:53:34+00:00,205,20.00000,37.40000,20.68853,-101.26997,,,,
2024-07-06T22:53:51+00:00,206,20.00000,37.40000,20.68852,-101.26997,,,,
2024-07-06T22:54:07+00:00,207,20.00000,37.40000,20.68852,-101.26996,,,,
2024-07-06T22:54:24+00:00,208,20.00000,37.40000,20.68852,-101.26995,,,,
2024-07-06T22:54:42+00:00,209,20.00000,37.40000,20.68852,-101.26994,,,,
2024-07-06T22:55:47+00:00,210,19.00000,37.40000,20.68853,-101.26993,,,,
2024-07-06T22:56:07+00:00,211,19.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T22:56:27+00:00,212,19.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T22:56:55+00:00,213,19.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T22:57:11+00:00,214,19.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T22:57:32+00:00,215,19.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T22:57:49+00:00,216,19.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T22:58:07+00:00,217,19.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T22:59:37+00:00,218,18.00000,37.40000,20.68852,-101.26994,,,,
2024-07-06T23:00:21+00:00,219,18.00000,37.40000,20.68851,-101.26995,,,,
2024-07-06T23:00:44+00:00,220,18.00000,37.40000,20.68851,-101.26995,,,,
2024-07-06T23:01:02+00:00,221,18.00000,37.40000,20.68852,-101.26995,,,,
2024-07-06T23:01:41+00:00,222,18.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T23:03:32+00:00,223,18.00000,37.40000,20.68852,-101.26994,,,,
2024-07-06T23:03:50+00:00,224,18.00000,37.40000,20.68853,-101.26994,,,,
2024-07-06T23:04:33+00:00,225,18.00000,37.40000,20.68853,-101.26993,,,,
2024-07-06T23:06:47+00:00,226,18.00000,37.50000,20.68853,-101.26994,,,,
2024-07-06T23:07:52+00:00,227,17.00000,37.50000,20.68851,-101.26992,,,,
2024-07-06T23:08:10+00:00,228,18.00000,37.50000,20.68851,-101.26992,,,,
2024-07-06T23:08:27+00:00,229,17.00000,37.50000,20.68851,-101.26993,,,,
2024-07-06T23:08:44+00:00,230,18.00000,37.50000,20.68852,-101.26993,,,,
2024-07-06T23:09:00+00:00,231,17.00000,37.50000,20.68852,-101.26993,,,,
2024-07-06T23:09:41+00:00,232,17.00000,37.50000,20.68853,-101.26992,,,,
2024-07-06T23:12:45+00:00,233,17.00000,37.60000,20.68851,-101.26994,,,,
2024-07-06T23:13:02+00:00,234,17.00000,37.60000,20.68851,-101.26994,,,,
2024-07-06T23:13:41+00:00,235,17.00000,37.60000,20.68852,-101.26995,,,,
2024-07-06T23:15:09+00:00,236,17.00000,37.60000,20.68856,-101.26999,,,,
2024-07-06T23:17:27+00:00,237,17.00000,37.60000,20.68851,-101.26991,,,,
2024-07-06T23:17:46+00:00,238,17.00000,37.70000,20.68851,-101.26992,,,,
2024-07-06T23:18:03+00:00,239,17.00000,37.70000,20.68851,-101.26993,,,,
2024-07-06T23:18:45+00:00,240,17.00000,37.70000,20.68851,-101.26994,,,,
2024-07-06T23:19:07+00:00,241,17.00000,37.70000,20.68851,-101.26994,,,,
2024-07-06T23:21:47+00:00,242,17.00000,37.70000,20.68850,-101.26991,,,,
2024-07-06T23:22:06+00:00,243,17.00000,37.70000,20.68851,-101.26991,,,,
2024-07-06T23:22:23+00:00,244,17.00000,37.70000,20.68851,-101.26992,,,,
2024-07-06T23:22:41+00:00,245,17.00000,37.70000,20.68852,-101.26993,,,,
2024-07-06T23:23:03+00:00,246,17.00000,37.80000,20.68851,-101.26993,,,,
2024-07-06T23:23:24+00:00,247,17.00000,37.70000,20.68850,-101.26993,,,,
2024-07-06T23:23:42+00:00,248,17.00000,37.70000,20.68850,-101.26994,,,,
2024-07-06T23:24:21+00:00,249,17.00000,37.80000,20.68851,-101.26993,,,,
2024-07-06T23:26:17+00:00,250,17.00000,37.80000,20.68855,-101.26997,,,,
2024-07-06T23:26:34+00:00,251,17.00000,37.80000,20.68855,-101.26996,,,,
2024-07-06T23:27:40+00:00,252,17.00000,37.80000,20.68854,-101.26996,,,,
2024-07-06T23:27:57+00:00,253,17.00000,37.80000,20.68853,-101.26996,,,,
2024-07-06T23:28:15+00:00,254,17.00000,37.80000,20.68853,-101.26999,,,,
2024-07-06T23:28:32+00:00,255,17.00000,37.80000,20.68853,-101.27002,,,,
2024-07-06T23:28:49+00:00,256,17.00000,37.80000,20.68854,-101.27003,,,,
2024-07-06T23:29:05+00:00,257,17.00000,37.80000,20.68855,-101.27003,,,,
2024-07-06T23:29:24+00:00,258,17.00000,37.80000,20.68854,-101.27003,,,,
2024-07-06T23:29:42+00:00,259,17.00000,37.80000,20.68853,-101.27001,,,,
2024-07-06T23:32:21+00:00,260,17.00000,37.90000,20.68851,-101.26996,,,,
2024-07-06T23:32:39+00:00,261,16.00000,37.80000,20.68851,-101.26997,,,,
2024-07-06T23:35:42+00:00,262,16.00000,37.90000,20.68853,-101.26995,,,,
2024-07-06T23:36:00+00:00,263,16.00000,37.90000,20.68854,-101.26995,,,,
2024-07-06T23:38:39+00:00,264,16.00000,37.90000,20.68854,-101.26997,,,,
2024-07-06T23:38:57+00:00,265,16.00000,37.90000,20.68853,-101.26996,,,,
2024-07-06T23:40:26+00:00,266,16.00000,37.90000,20.68853,-101.26999,,,,
2024-07-06T23:43:07+00:00,267,16.00000,37.90000,20.68852,-101.27000,,,,
2024-07-06T23:45:23+00:00,268,15.00000,37.90000,20.68855,-101.27000,,,,
2024-07-06T23:45:45+00:00,269,15.00000,37.90000,20.68855,-101.27002,,,,
2024-07-06T23:47:38+00:00,270,15.00000,37.90000,20.68853,-101.26998,,,,
2024-07-06T23:47:58+00:00,271,15.00000,37.90000,20.68853,-101.26998,,,,
2024-07-06T23:48:20+00:00,272,15.00000,37.90000,20.68852,-101.26997,,,,
2024-07-06T23:50:37+00:00,273,15.00000,37.90000,20.68851,-101.26994,,,,
2024-07-06T23:50:55+00:00,274,15.00000,37.90000,20.68851,-101.26994,,,,
2024-07-06T23:51:36+00:00,275,15.00000,37.90000,20.68853,-101.26994,,,,
2024-07-06T23:51:58+00:00,276,15.00000,37.90000,20.68854,-101.26994,,,,
2024-07-06T23:52:18+00:00,277,15.00000,37.90000,20.68854,-101.26995,,,,
2024-07-06T23:52:37+00:00,278,15.00000,37.90000,20.68855,-101.26997,,,,
2024-07-06T23:52:57+00:00,279,14.00000,37.90000,20.68854,-101.26997,,,,
2024-07-06T23:53:15+00:00,280,14.00000,37.90000,20.68855,-101.26997,,,,
2024-07-06T23:55:10+00:00,281,14.00000,37.90000,20.68858,-101.26999,,,,
2024-07-06T23:57:28+00:00,282,14.00000,37.90000,20.68853,-101.26996,,,,
2024-07-06T23:59:23+00:00,283,13.00000,38.00000,20.68854,-101.26997,,,,
2024-07-07T00:00:53+00:00,284,13.00000,38.00000,20.68852,-101.26996,,,,
2024-07-07T00:01:14+00:00,285,13.00000,38.00000,20.68852,-101.26995,,,,
2024-07-07T00:01:56+00:00,286,13.00000,38.00000,20.68852,-101.26995,,,,
2024-07-07T00:03:28+00:00,287,13.00000,38.00000,20.68854,-101.26997,,,,
2024-07-07T00:03:47+00:00,288,13.00000,38.00000,20.68854,-101.26997,,,,
2024-07-07T00:04:05+00:00,289,13.00000,38.00000,20.68854,-101.26997,,,,
2024-07-07T00:04:22+00:00,290,13.00000,38.00000,20.68854,-101.26996,,,,
2024-07-07T00:05:04+00:00,291,13.00000,38.00000,20.68854,-101.26995,,,,
2024-07-07T00:06:36+00:00,292,13.00000,38.00000,20.68855,-101.26994,,,,
2024-07-07T00:06:57+00:00,293,13.00000,38.10000,20.68855,-101.26996,,,,
2024-07-07T00:07:15+00:00,294,13.00000,38.00000,20.68856,-101.26996,,,,
2024-07-07T00:08:45+00:00,295,13.00000,38.10000,20.68854,-101.26994,,,,
2024-07-07T00:10:27+00:00,296,13.00000,38.10000,20.68852,-101.26994,,,,
2024-07-07T00:12:47+00:00,297,13.00000,38.10000,20.68855,-101.26997,,,,
2024-07-07T00:13:30+00:00,298,13.00000,38.10000,20.68855,-101.26997,,,,
2024-07-07T00:13:48+00:00,299,13.00000,38.10000,20.68854,-101.26997,,,,
2024-07-07T00:16:51+00:00,300,13.00000,38.10000,20.68856,-101.26998,,,,
2024-07-07T00:17:11+00:00,301,13.00000,38.10000,20.68855,-101.26998,,,,
2024-07-07T00:19:52+00:00,302,12.00000,38.20000,20.68855,-101.26997,,,,
2024-07-07T00:21:46+00:00,303,12.00000,38.20000,20.68853,-101.26995,,,,
2024-07-07T00:22:05+00:00,304,12.00000,38.20000,20.68854,-101.26995,,,,
2024-07-07T00:22:23+00:00,305,12.00000,38.20000,20.68854,-101.26995,,,,
2024-07-07T00:25:07+00:00,306,12.00000,38.20000,20.68855,-101.26997,,,,
2024-07-07T00:27:04+00:00,307,12.00000,38.20000,20.68853,-101.26995,,,,
2024-07-07T00:28:34+00:00,308,11.00000,38.20000,20.68852,-101.26994,,,,
2024-07-07T00:29:16+00:00,309,11.00000,38.20000,20.68852,-101.26995,,,,
2024-07-07T00:29:35+00:00,310,11.00000,38.20000,20.68851,-101.26996,,,,
2024-07-07T00:29:53+00:00,311,11.00000,38.20000,20.68851,-101.26997,,,,
2024-07-07T00:31:31+00:00,312,11.00000,38.20000,20.68854,-101.26994,,,,
2024-07-07T00:31:50+00:00,313,11.00000,38.20000,20.68853,-101.26995,,,,
2024-07-07T00:32:08+00:00,314,11.00000,38.20000,20.68852,-101.26995,,,,
2024-07-07T00:34:25+00:00,315,11.00000,38.20000,20.68855,-101.26997,,,,
2024-07-07T00:36:43+00:00,316,11.00000,38.20000,20.68854,-101.26995,,,,
